City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Juneau,58.3019,-134.4197,52.84,94,90,0.0,US,1623514361
Basco,20.4487,121.9702,84.31,80,98,10.49,PH,1623514501
Dapaong,10.8639,0.205,90.52,40,73,4.27,TG,1623514502
Narsaq,60.9167,-46.05,55.62,65,31,8.97,GL,1623514503
Ust-Nera,64.5667,143.2,55.9,54,67,5.41,RU,1623514503
Bunawan,8.1667,126.0833,72.21,99,100,1.25,PH,1623514504
Svetlaya,46.5389,138.3297,58.39,85,15,6.6,RU,1623514504
Sal Rei,16.1833,-22.9167,86.56,78,0,9.22,CV,1623514505
Ayan,56.45,138.1667,44.28,72,94,3.06,RU,1623514709
Syas'stroy,60.1367,32.5691,64.17,72,57,8.99,RU,1623514505
Krasnokamensk,50.0979,118.0369,62.08,68,52,3.49,RU,1623514509
Cockburn Town,21.4612,-71.1419,80.94,77,55,15.46,TC,1623514509
Pleasanton,37.6624,-121.8747,71.08,77,90,1.01,US,1623514317
Nikolskoye,59.7035,30.7861,71.49,70,77,6.58,RU,1623514710
Mahabalipuram,12.6264,80.1722,84.25,87,100,8.5,IN,1623514510
Poum,-20.2333,164.0167,74.84,77,86,18.34,NC,1623514711
Jieshi,22.8134,115.8257,81.95,86,66,4.88,CN,1623514511
Oistins,13.0667,-59.5333,87.89,55,40,17.27,BB,1623514511
Whitehorse,60.7161,-135.0538,48.97,93,90,1.99,CA,1623514512
Port Macquarie,-31.4333,152.9167,42.39,83,0,5.82,AU,1623514512
Panabá,21.2833,-88.2667,91.9,47,87,8.23,MX,1623514513
Ust'-Kulom,61.6864,53.6902,69.51,41,41,5.03,RU,1623514513
Bariloche,-41.1456,-71.3082,53.35,66,40,23.02,AR,1623514481
Lewisporte,49.2499,-55.0482,62.31,37,61,6.55,CA,1623514514
Clyde River,70.4692,-68.5914,41.23,75,40,18.41,CA,1623514514
Nazca,-14.8333,-74.95,75.16,42,0,4.16,PE,1623514514
Sinnamary,5.3833,-52.95,81.39,74,57,5.08,GF,1623514714
Luganville,-15.5333,167.1667,77.25,72,95,10.45,VU,1623514515
Skibbereen,51.55,-9.2667,69.6,73,10,9.17,IE,1623514516
Coahuayana Viejo,18.7333,-103.6833,87.28,58,80,3.24,MX,1623514516
Booué,-0.0921,11.9385,79.39,90,96,2.75,GA,1623514516
Hay River,60.8156,-115.7999,62.58,59,40,8.05,CA,1623514517
Cherskiy,68.75,161.3,40.8,69,0,1.32,RU,1623514715
Benghazi,32.1167,20.0667,74.77,68,0,14.05,LY,1623514517
Iquitos,-3.7481,-73.2472,75.24,94,90,5.75,PE,1623514518
Kovūr,14.4833,79.9833,88.05,57,100,6.58,IN,1623514518
Bānāvar,13.4136,76.1683,71.35,87,99,12.71,IN,1623514519
Longyearbyen,78.2186,15.6401,39.04,65,75,8.05,SJ,1623514716
Hangu,39.2489,117.7892,82.44,73,36,13.47,CN,1623514519
Cayenne,4.9333,-52.3333,86.04,70,90,4.61,GF,1623514515
Olinda,-8.0089,-34.8553,80.33,61,20,13.8,BR,1623514518
Kieta,-6.2167,155.6333,77.32,76,9,7.29,PG,1623514718
Bousso,10.4795,16.7117,82.24,61,95,12.33,TD,1623514520
Gizo Government Station,-8.103,156.8419,80.65,72,13,6.8,SB,1623514521
Jadu,31.953,12.0261,81.25,25,100,8.93,LY,1623514521
Prince Albert,53.2001,-105.7677,67.95,45,20,11.5,CA,1623514522
Tshikapa,-6.4167,20.8,87.24,31,7,2.1,CD,1623514522
Sur,22.5667,59.5289,91.15,60,0,5.82,OM,1623514225
Portland,45.5234,-122.6762,66.51,82,75,1.99,US,1623514559
Pointe-Noire,-4.7761,11.8635,80.37,76,81,6.31,CG,1623514523
Santa Rosa,14.3122,121.1114,82.38,81,91,2.89,PH,1623514720
Mogadishu,2.0371,45.3438,78.4,81,98,17.63,SO,1623514314
Savonlinna,61.8699,28.88,70.25,64,0,16.11,FI,1623514524
Torbay,47.6666,-52.7314,61.57,41,40,16.11,CA,1623514721
Gayny,60.3071,54.3241,66.81,52,73,8.14,RU,1623514525
Bolitoc,15.7395,119.8769,80.56,83,100,8.5,PH,1623514525
Oxford,51.7522,-1.256,76.1,48,20,5.75,GB,1623514525
Tuatapere,-46.1333,167.6833,52.47,95,100,3.38,NZ,1623514722
Marawi,7.9986,124.2928,66.65,95,100,3.56,PH,1623514526
Gaozhou,21.9392,110.8461,77.58,93,99,7.43,CN,1623514526
Avarua,-21.2078,-159.775,73.45,64,75,6.91,CK,1623514515
Lázaro Cárdenas,17.9583,-102.2,85.46,64,74,4.07,MX,1623514527
Saint-François,46.4154,3.9054,81.84,47,0,9.22,FR,1623514528
Havelock,34.8791,-76.9013,84.18,78,86,7.0,US,1623514396
Seoul,37.5683,126.9778,70.99,94,0,2.3,KR,1623514644
Richards Bay,-28.783,32.0377,67.15,79,0,10.36,ZA,1623514528
Švenčionys,55.15,26.1667,63.7,86,86,5.95,LT,1623514529
Salalah,17.0151,54.0924,84.29,89,90,8.05,OM,1623514529
Manjacaze,-24.7117,33.8828,64.67,84,33,4.74,MZ,1623514530
Grindavik,63.8424,-22.4338,53.55,57,75,18.41,IS,1623514724
Morón,-34.6534,-58.6198,71.49,56,26,4.0,AR,1623514725
Biak,-0.9131,122.8766,75.45,88,56,0.56,ID,1623514530
Dhanaula,30.2833,75.5833,87.31,41,88,14.54,IN,1623514531
Cabo San Lucas,22.8909,-109.9124,91.81,42,1,10.36,MX,1623514726
Tigil',57.8,158.6667,38.8,85,1,1.74,RU,1623514726
Masuguru,-11.3667,38.4167,74.03,45,2,3.83,TZ,1623514532
Puerto Nariño,-3.7703,-70.3831,80.55,83,79,4.27,CO,1623514532
Apahida,46.8167,23.75,75.51,50,20,3.44,RO,1623514532
Hirara,24.8,125.2833,83.26,83,70,12.37,JP,1623514533
Tlacolula,16.9542,-96.4792,65.07,69,83,3.4,MX,1623514533
Gari,59.4307,62.3497,65.08,56,15,5.03,RU,1623514727
Senneterre,48.3835,-77.2328,64.62,31,68,5.55,CA,1623514534
Sistranda,63.7256,8.834,52.9,84,98,27.07,NO,1623514728
Jaciara,-15.9653,-54.9683,86.43,41,83,1.23,BR,1623514535
Arlit,18.7369,7.3853,110.68,5,16,2.48,NE,1623514535
Mayumba,-3.432,10.6554,79.63,82,48,5.61,GA,1623514729
Griffith,41.5284,-87.4237,92.08,57,1,1.01,US,1623514443
Stepnyak,52.8339,70.7803,57.94,46,79,7.0,KZ,1623514536
Trogir,43.5125,16.2517,84.25,37,0,14.97,HR,1623514536
Agirish,61.9247,63.0231,70.52,36,81,4.25,RU,1623514537
Dingle,10.9995,122.6711,77.97,86,100,1.45,PH,1623514730
Alyangula,-13.8483,136.4192,71.8,84,5,7.43,AU,1623514537
Aljezur,37.3191,-8.8033,73.26,65,96,9.51,PT,1623514538
Kyrylivka,46.3759,35.3675,72.77,69,88,5.99,UA,1623514538
Palmas,-10.2128,-48.3603,87.67,48,0,5.75,BR,1623514451
Jinka,5.65,36.65,71.89,58,69,1.66,ET,1623514539
Soyo,-6.1349,12.3689,79.16,77,86,8.84,AO,1623514540
Angoche,-16.2325,39.9086,73.15,67,43,11.65,MZ,1623514540
Hofn,64.2539,-15.2082,44.58,57,51,13.33,IS,1623514736
Husavik,66.0449,-17.3389,44.51,65,25,4.34,IS,1623514736
Bilibino,68.0546,166.4372,44.47,70,44,2.57,RU,1623514541
Miyako,39.6367,141.9525,64.44,89,63,4.27,JP,1623514541
Ulaangom,49.9811,92.0667,56.28,58,91,5.01,MN,1623514737
Debre Tabor,11.85,38.0167,69.01,30,92,4.94,ET,1623514542
Kasongo-Lunda,-6.4667,16.8167,88.48,28,46,4.68,CD,1623514542
Barcelos,41.5388,-8.6151,91.29,46,13,9.04,PT,1623514543
Fenoarivo,-18.933,47.4354,64.47,72,75,10.36,MG,1623514738
Bonavista,48.6499,-53.1147,64.4,73,10,11.21,CA,1623514543
Krasnosel'kup,65.7,82.4667,44.35,91,98,9.44,RU,1623514544
Pimentel,-6.8367,-79.9342,70.09,73,90,10.36,PE,1623514544
Srandakan,-7.9386,110.2506,57.72,88,8,5.75,ID,1623514545
Vila Velha,-20.3297,-40.2925,73.35,73,90,6.91,BR,1623514514
Prince Rupert,54.3161,-130.3201,57.29,76,75,2.3,CA,1623514511
Huaibei,33.9744,116.7917,81.09,68,94,5.97,CN,1623514546
Lalibela,12.0333,39.0333,73.94,20,100,9.28,ET,1623514549
Saint-Augustin,51.226,-58.6502,53.67,64,100,17.07,CA,1623514550
Saint-Louis,16.3333,-15.0,105.4,20,55,6.6,SN,1623514550
Tešanjka,44.6731,18.0128,80.11,63,55,4.05,BA,1623514550
Smalininkai,55.0735,22.5793,55.11,98,100,8.9,LT,1623514551
Waycross,31.2136,-82.354,89.98,66,75,9.22,US,1623514551
Beringovskiy,63.05,179.3167,36.61,98,100,3.87,RU,1623514336
Vargem Grande,-3.5431,-43.9158,82.81,76,86,1.28,BR,1623514552
Caravelas,-17.7125,-39.2481,78.26,72,100,9.98,BR,1623514552
Hattiesburg,31.3271,-89.2903,86.49,71,20,10.36,US,1623514346
Walvis Bay,-22.9575,14.5053,76.15,35,48,3.44,NA,1623514553
Jalu,29.0331,21.5482,89.37,24,0,15.41,LY,1623514553
Fomboni,-12.28,43.7425,78.67,69,6,17.67,KM,1623514554
Harboøre,56.6175,8.1807,59.22,81,2,26.24,DK,1623514554
Camacupa,-12.0167,17.4833,69.28,26,2,2.91,AO,1623514555
Haines Junction,60.7522,-137.5108,55.35,54,87,1.14,CA,1623514743
Essenbach,48.6167,12.2167,78.48,74,100,13.62,DE,1623514555
Qui Nhon,13.7667,109.2333,81.03,67,100,10.36,VN,1623514556
Nome,64.5011,-165.4064,44.67,93,90,9.22,US,1623514446
Tautira,-17.7333,-149.15,75.22,75,76,9.4,PF,1623514744
Vardø,70.3705,31.1107,57.09,61,48,12.68,NO,1623514557
Sittwe,20.15,92.9,81.82,87,99,15.84,MM,1623514557
Inuvik,68.3499,-133.7218,54.46,69,90,8.05,CA,1623514745
Tabou,4.423,-7.3528,81.88,76,87,6.06,CI,1623514558
Esperance,-33.8667,121.9,59.23,72,54,6.64,AU,1623514558
Hamilton,39.1834,-84.5333,88.36,64,1,1.01,US,1623514265
Taoudenni,22.6783,-3.9836,113.65,6,0,7.85,ML,1623514559
Grand-Lahou,5.1367,-5.0242,82.09,79,65,3.96,CI,1623514559
Terrace,54.5163,-128.6035,57.42,87,75,2.3,CA,1623514560
Richfield,44.8833,-93.283,81.41,35,1,16.11,US,1623514366
Padang,-0.9492,100.3543,78.31,82,95,3.67,ID,1623514560
Laas,46.6166,10.7002,80.51,59,94,5.3,IT,1623514747
Acajutla,13.5928,-89.8275,85.8,72,67,7.34,SV,1623514561
Waldheim,51.0667,13.0167,70.36,81,100,1.01,DE,1623514561
Guerrero Negro,27.9769,-114.0611,67.51,69,23,14.7,MX,1623514748
El Escorial,40.5914,-4.1474,85.44,34,2,13.11,ES,1623514562
Sola,-13.8833,167.55,79.39,72,84,21.52,VU,1623514562
Salinas,36.6777,-121.6555,71.22,64,1,9.22,US,1623514567
Natá,8.3333,-80.5167,88.47,64,78,1.74,PA,1623514564
Nicholasville,37.8806,-84.573,86.43,65,40,6.91,US,1623514564
Kibre Mengist,5.8833,38.9833,61.0,83,100,3.87,ET,1623514564
Yumen,40.2833,97.2,68.43,43,4,9.01,CN,1623514565
Foumban,5.7291,10.9001,73.45,86,93,1.01,CM,1623514566
Ocós,14.5094,-92.1933,90.73,77,100,11.05,GT,1623514566
Villa María,-32.4075,-63.2402,67.82,70,0,16.75,AR,1623514566
Mercedes,-34.6515,-59.4307,71.19,51,4,8.66,AR,1623514567
São Gabriel da Cachoeira,-0.1303,-67.0892,85.8,74,40,6.91,BR,1623514567
Celestún,20.8667,-90.4,85.71,64,90,7.74,MX,1623514752
Atar,20.5169,-13.0499,112.14,9,61,14.43,MR,1623514568
Hobyo,5.3505,48.5268,78.71,79,100,27.51,SO,1623514568
Ushtobe,45.2514,77.9838,63.57,26,0,14.54,KZ,1623514569
Mumford,5.2618,-0.759,83.95,67,85,12.15,GH,1623514569
Guérande,47.3291,-2.4283,82.09,73,5,11.97,FR,1623514570
Tekanto,21.0167,-89.1,88.02,53,100,6.31,MX,1623514570
Mundargi,15.2167,75.9,75.43,80,100,21.72,IN,1623514570
Gubkin,51.2817,37.5458,66.16,85,95,7.65,RU,1623514571
Kaihua,23.3687,104.28,67.35,92,27,1.83,CN,1623514571
Ixtapa,20.7,-105.2,87.03,66,40,5.75,MX,1623514754
Aksarka,66.5606,67.7975,67.8,51,98,4.74,RU,1623514572
Mabama,-5.1333,32.5333,73.0,48,0,4.54,TZ,1623514572
Zwedru,6.0667,-8.1281,83.25,80,99,1.92,LR,1623514512
Tabuk,17.4189,121.4443,75.79,92,100,2.77,PH,1623514573
Huarmey,-10.0681,-78.1522,70.27,74,37,9.06,PE,1623514573
Alofi,-19.0595,-169.9187,74.93,63,96,23.29,NU,1623514515
Ishigaki,24.3448,124.1572,83.82,80,78,13.85,JP,1623514574
Ludvika,60.1496,15.1878,65.61,48,79,7.07,SE,1623514574
Dalbandin,28.8947,64.4101,100.56,3,0,10.4,PK,1623514575
Fayaoué,-20.65,166.5333,74.95,75,100,14.85,NC,1623514575
Smolenka,52.1352,113.4974,53.67,82,69,4.47,RU,1623514575
Kantunilkín,21.0917,-87.45,87.64,58,87,5.08,MX,1623514576
Uray,60.1247,64.7758,66.87,50,24,6.8,RU,1623514524
Paidha,2.4167,30.9855,68.5,61,90,3.31,UG,1623514576
Pacific Grove,36.6177,-121.9166,70.81,68,1,3.0,US,1623514522
Kasongo,-4.45,26.6667,82.24,40,15,3.6,CD,1623514577
Ballitoville,-29.539,31.2144,69.24,82,0,4.61,ZA,1623514578
Belmonte,-15.8631,-38.8828,84.7,64,100,5.28,BR,1623514578
Manakara,-22.1333,48.0167,68.85,91,19,4.88,MG,1623514578
Cabrero,-37.0333,-72.4,54.03,73,27,1.79,CL,1623514579
Batticaloa,7.7102,81.6924,83.84,67,96,5.77,LK,1623514579
Pierre,44.3683,-100.351,81.52,46,1,8.99,US,1623514507
Naliya,23.2667,68.8333,88.5,61,89,19.04,IN,1623514759
Shchelkun,56.3034,60.9483,69.37,68,82,4.7,RU,1623514583
Kholmogory,64.2229,41.656,75.31,28,43,6.51,RU,1623514584
Nicoya,10.1483,-85.452,83.75,65,65,3.15,CR,1623514584
Turbat,26.0023,63.044,88.11,67,0,12.08,PK,1623514584
Lunsar,8.6833,-12.5333,87.93,62,75,0.69,SL,1623514585
Codrington,-38.2667,141.9667,53.08,83,100,4.52,AU,1623514585
Zelenogorskiy,55.0333,87.0,61.32,69,100,4.14,RU,1623514586
Beloha,-25.1667,45.05,68.77,68,0,8.63,MG,1623514586
Korgen,66.0771,13.8153,54.93,82,100,6.17,NO,1623514587
Sorong,-0.8833,131.25,78.85,85,100,4.07,ID,1623514587
Sobolevo,54.4299,31.8996,66.76,80,30,4.16,RU,1623514588
Nogliki,51.8333,143.1667,42.26,98,100,14.0,RU,1623514588
Ardakān,32.31,54.0175,102.58,7,0,7.38,IR,1623514588
Carutapera,-1.195,-46.02,79.34,80,98,7.99,BR,1623514763
Jaisalmer,26.9147,70.9181,99.18,37,0,21.94,IN,1623514589
Pozo Colorado,-23.4923,-58.7972,73.71,44,0,4.5,PY,1623514590
Ucluelet,48.9329,-125.5528,55.09,91,100,1.01,CA,1623514505
Kumul,42.8,93.45,76.68,33,100,4.74,CN,1623514590
Mahajanga,-15.7167,46.3167,77.02,78,40,6.91,MG,1623514591
Lata,40.1629,-8.3327,91.04,29,61,6.15,PT,1623514591
Sinop Province,41.7711,34.8709,64.83,74,91,3.18,TR,1623514591
Pervomayskiy,53.2485,40.2871,69.28,83,40,1.97,RU,1623514592
Fortuna,40.5982,-124.1573,68.47,72,90,1.01,US,1623514592
Vestmannaeyjar,63.4427,-20.2734,49.19,71,75,28.77,IS,1623514765
Turka,49.1541,23.0297,65.7,69,89,5.61,UA,1623514593
Urusha,54.05,122.9,54.34,95,98,0.43,RU,1623514593
Oussouye,12.485,-16.5469,87.21,60,95,9.86,SN,1623514593
Verkhnyaya Inta,65.9811,60.3094,72.01,43,97,1.95,RU,1623514766
Martapura,-3.4167,114.85,75.29,100,90,3.44,ID,1623514594
Ivanovka,42.8878,75.085,68.43,65,100,2.68,KG,1623514595
Doha,25.2867,51.5333,93.18,39,0,10.36,QA,1623514595
Ust'-Dzheguta,44.0834,41.9763,64.94,89,97,4.18,RU,1623514596
Ascension,30.2169,-90.9001,89.2,74,90,4.61,US,1623514596
Kavaratti,10.5669,72.642,83.73,77,100,21.9,IN,1623514597
Passo de Camaragibe,-9.2368,-35.4901,85.55,55,5,6.89,BR,1623514597
Domoni,-12.2569,44.5319,76.71,76,64,12.24,KM,1623514597
Stornoway,58.2093,-6.3865,58.96,58,40,13.8,GB,1623514598
Biabou,13.2,-61.1333,86.09,76,35,10.29,VC,1623514598
Clonakilty,51.6231,-8.8706,67.21,78,29,10.0,IE,1623514599
Udachny,66.4167,112.4,48.34,82,100,17.9,RU,1623514599
Gushikawa,26.3544,127.8686,81.63,89,75,8.05,JP,1623514600
Khasan,42.4308,130.6434,60.8,86,79,3.71,RU,1623514600
Honiara,-9.4333,159.95,77.07,89,7,4.74,SB,1623514601
Priiskovyy,51.9333,116.6333,59.07,77,7,3.09,RU,1623514601
Mezen',65.8522,44.24,77.09,28,93,7.38,RU,1623514602
Goundam,16.4145,-3.6708,109.63,13,22,9.1,ML,1623514602
Great Yarmouth,52.6083,1.7305,72.41,72,19,9.75,GB,1623514602
Nioro,13.35,-15.75,99.97,32,66,1.03,GM,1623514603
Sydney,-33.8679,151.2073,50.29,77,0,5.99,AU,1623514312
Tura,25.5198,90.2201,73.87,95,100,3.18,IN,1623514772
Thinadhoo,0.5333,72.9333,83.55,73,7,9.82,MV,1623514604
Lakatoro,-16.0999,167.4164,75.31,76,78,9.46,VU,1623514604
Naduvattam,11.4833,76.5667,56.98,94,100,5.93,IN,1623514604
Ankang,32.68,109.0172,74.82,85,100,2.53,CN,1623514605
San Antonio,29.4241,-98.4936,89.47,69,1,6.91,US,1623514605
Pemangkat,1.1667,108.9667,78.31,78,97,5.12,ID,1623514606
Palembang,-2.9167,104.7458,75.63,94,35,3.8,ID,1623514606
Santa Cruz de la Sierra,-17.8,-63.1667,72.86,56,0,16.11,BO,1623514606
Mīnāb,27.1467,57.0801,94.5,45,0,5.73,IR,1623514607
Vieux-Condé,50.4594,3.5674,73.67,55,30,12.17,FR,1623514607
Kristiansund,63.1115,7.732,51.85,81,75,20.71,NO,1623514608
Caçu,-18.5567,-51.1308,79.83,45,92,8.05,BR,1623514608
San Jose,37.3394,-121.895,71.1,74,75,1.99,US,1623514439
Ugoofaaru,5.6667,73.0,83.17,76,100,15.41,MV,1623514609
Avera,33.194,-82.5271,86.68,57,46,7.45,US,1623514609
Pérez,-32.9983,-60.7679,73.56,60,0,14.97,AR,1623514609
Bétaré Oya,5.6,14.0833,79.7,78,86,1.61,CM,1623514610
Illapel,-31.6308,-71.1653,75.04,20,1,2.24,CL,1623514610
Riwaka,-41.0833,173.0,55.0,95,100,1.92,NZ,1623514611
Senador José Porfírio,-2.5908,-51.9542,79.74,79,100,4.09,BR,1623514611
Serenje,-13.2325,30.2352,56.86,53,1,6.67,ZM,1623514611
Ponta Delgada,37.7333,-25.6667,72.32,73,40,6.91,PT,1623514776
Tsaratanana,-16.7833,47.65,73.18,73,82,6.24,MG,1623514612
Rundu,-17.9333,19.7667,67.32,21,62,3.96,NA,1623514613
Khedbrahma,24.0333,73.05,95.58,41,0,15.23,IN,1623514613
Chipata,-13.6333,32.65,63.97,44,12,6.04,ZM,1623514614
Jinxiang,27.4327,120.6062,77.68,94,100,5.21,CN,1623514614
Skjervøy,70.0311,20.9714,47.05,98,100,4.7,NO,1623514614
Lewistown,40.5992,-77.5714,71.76,82,90,5.75,US,1623514387
North Myrtle Beach,33.816,-78.68,88.11,75,75,1.99,US,1623514615
Forsytheganj,52.6333,29.7333,67.8,80,51,5.79,BY,1623514615
Aswān,24.0934,32.907,107.87,8,0,16.89,EG,1623514572
Constanța,44.1833,28.65,68.68,90,96,11.99,RO,1623514424
Korla,41.7597,86.1469,69.57,51,15,15.05,CN,1623514616
San Juan de los Morros,9.9115,-67.3538,86.02,54,14,8.16,VE,1623514617
Arman',59.7,150.1667,46.33,65,4,4.43,RU,1623514617
Kulhudhuffushi,6.6221,73.07,82.63,77,93,17.36,MV,1623514618
Daru,-9.0763,143.2092,78.26,92,20,11.39,PG,1623514618
Miandrivazo,-19.5167,45.4667,75.42,51,19,8.88,MG,1623514618
Cam Ranh,11.9214,109.1591,80.56,83,40,1.14,VN,1623514619
